,base_word,guide_word,level,none,category,details,link
417,bite,FOOD,B2,noun,food and drink,Details,/british-english/words/detail/552
418,bun,,B2,noun,food and drink,Details,/british-english/words/detail/697
419,cherry,,B2,noun,food and drink,Details,/british-english/words/detail/895
420,casserole,CONTAINER,C2,noun,food and drink,Details,/british-english/words/detail/803
421,bread,,A1,noun,food and drink,Details,/british-english/words/detail/638
422,butter,,A1,noun,food and drink,Details,/british-english/words/detail/722
423,beef,,B1,noun,food and drink,Details,/british-english/words/detail/497
424,broccoli,,B1,noun,food and drink,Details,/british-english/words/detail/670
425,chewing gum,,B1,noun,food and drink,Details,/british-english/words/detail/900
426,apple,,A1,noun,food and drink,Details,/british-english/words/detail/283
427,banana,,A1,noun,food and drink,Details,/british-english/words/detail/444
428,breakfast,,A1,noun,food and drink,Details,/british-english/words/detail/643
429,cake,FOOD,A1,noun,food and drink,Details,/british-english/words/detail/737
430,cheese,,A1,noun,food and drink,Details,/british-english/words/detail/889
431,chocolate,FOOD,A1,noun,food and drink,Details,/british-english/words/detail/912
432,coffee,,A1,noun,food and drink,Details,/british-english/words/detail/992
433,carrot,VEGETABLE,A2,noun,food and drink,Details,/british-english/words/detail/796
434,cereal,BREAKFAST FOOD,A2,noun,food and drink,Details,/british-english/words/detail/841
435,chilli,,A2,noun,food and drink,Details,/british-english/words/detail/907
436,cola,,A2,noun,food and drink,Details,/british-english/words/detail/998
437,cabbage,,B1,noun,food and drink,Details,/british-english/words/detail/731
438,coconut,,B1,noun,food and drink,Details,/british-english/words/detail/989
439,aubergine,,B2,noun,food and drink,Details,/british-english/words/detail/384
440,appetite,FOOD,C1,noun,food and drink,Details,/british-english/words/detail/280
441,cereal,PLANT,C1,noun,food and drink,Details,/british-english/words/detail/841
442,casserole,FOOD,C2,noun,food and drink,Details,/british-english/words/detail/803
443,barbecue,,B1,verb,food and drink,Details,/british-english/words/detail/455
444,boil,COOK,B1,verb,food and drink,Details,/british-english/words/detail/585
445,beat,FOOD,C1,verb,food and drink,Details,/british-english/words/detail/487
446,bake,,A2,verb,food and drink,Details,/british-english/words/detail/433
447,burn,COOK TOO LONG,B1,verb,food and drink,Details,/british-english/words/detail/707
448,address,BUILDING DETAILS,A1,noun,homes and buildings,Details,/british-english/words/detail/83
449,bath,CONTAINER,A1,noun,homes and buildings,Details,/british-english/words/detail/475
450,bathroom,ROOM,A1,noun,homes and buildings,Details,/british-english/words/detail/476
451,bedroom,,A1,noun,homes and buildings,Details,/british-english/words/detail/495
452,chair,,A1,noun,homes and buildings,Details,/british-english/words/detail/848
453,apartment,,A2,noun,homes and buildings,Details,/british-english/words/detail/269
454,armchair,,A2,noun,homes and buildings,Details,/british-english/words/detail/311
455,blanket,FOR BED,A2,noun,homes and buildings,Details,/british-english/words/detail/562
456,board,INFORMATION,A2,noun,homes and buildings,Details,/british-english/words/detail/580
457,bookcase,,A2,noun,homes and buildings,Details,/british-english/words/detail/597
458,bookshelf,,A2,noun,homes and buildings,Details,/british-english/words/detail/601
459,castle,,A2,noun,homes and buildings,Details,/british-english/words/detail/805
460,ceiling,ROOM,A2,noun,homes and buildings,Details,/british-english/words/detail/826
461,centre,PLACE,A2,noun,homes and buildings,Details,/british-english/words/detail/839
462,area,PART,B1,noun,homes and buildings,Details,/british-english/words/detail/305
463,balcony,HOUSE ETC.,B1,noun,homes and buildings,Details,/british-english/words/detail/438
464,basin,,B1,noun,homes and buildings,Details,/british-english/words/detail/470
465,bin,,B1,noun,homes and buildings,Details,/british-english/words/detail/542
466,block,BUILDING,B1,noun,homes and buildings,Details,/british-english/words/detail/570
467,candle,,B1,noun,homes and buildings,Details,/british-english/words/detail/760
468,chest of drawers,,B1,noun,homes and buildings,Details,/british-english/words/detail/898
469,barrier,FENCE,B2,noun,homes and buildings,Details,/british-english/words/detail/463
470,basement,,B2,noun,homes and buildings,Details,/british-english/words/detail/466
471,bench,,B2,noun,homes and buildings,Details,/british-english/words/detail/516
472,brick,,B2,noun,homes and buildings,Details,/british-english/words/detail/653
473,cabinet,,B2,noun,homes and buildings,Details,/british-english/words/detail/733
474,cellar,,B2,noun,homes and buildings,Details,/british-english/words/detail/831
475,chimney,,B2,noun,homes and buildings,Details,/british-english/words/detail/909
476,cloth,FOR CLEANING,B2,noun,homes and buildings,Details,/british-english/words/detail/971
477,column,BUILDING,B2,noun,homes and buildings,Details,/british-english/words/detail/1014
478,cabin,HOUSE,C1,noun,homes and buildings,Details,/british-english/words/detail/732
479,balcony,THEATRE,C2,noun,homes and buildings,Details,/british-english/words/detail/438
480,air conditioning,,B1,noun,homes and buildings,Details,/british-english/words/detail/149
481,architecture,STYLE,B1,noun,homes and buildings,Details,/british-english/words/detail/304
482,bed,FOR SLEEP,A1,noun,homes and buildings,Details,/british-english/words/detail/494
483,carpet,,A2,noun,homes and buildings,Details,/british-english/words/detail/794
484,atmosphere,AIR INSIDE,B2,noun,homes and buildings,Details,/british-english/words/detail/367
485,bank,MONEY,A1,noun,money,Details,/british-english/words/detail/449
486,cent,,A2,noun,money,Details,/british-english/words/detail/834
487,cheque,,A2,noun,money,Details,/british-english/words/detail/894
488,account,BANK,B1,noun,money,Details,/british-english/words/detail/44
489,bank account,,B1,noun,money,Details,/british-english/words/detail/450
490,coin,,B1,noun,money,Details,/british-english/words/detail/995
491,award,PRIZE,B2,noun,money,Details,/british-english/words/detail/403
492,balance,MONEY,B2,noun,money,Details,/british-english/words/detail/436
493,budget,AMOUNT,B2,noun,money,Details,/british-english/words/detail/684
494,bid,BUY,C2,noun,money,Details,/british-english/words/detail/535
495,cash,NOTES/COINS,A2,noun,money,Details,/british-english/words/detail/801
496,change,MONEY,B1,noun,money,Details,/british-english/words/detail/856
497,change,COINS,B1,noun,money,Details,/british-english/words/detail/856
498,borrow,GET,A2,verb,money,Details,/british-english/words/detail/609
499,change,MONEY,A2,verb,money,Details,/british-english/words/detail/856
500,borrow,MONEY,C1,verb,money,Details,/british-english/words/detail/609
501,beach,,A1,noun,natural world,Details,/british-english/words/detail/481
502,area,REGION,A2,noun,natural world,Details,/british-english/words/detail/305
503,bay,COAST,B1,noun,natural world,Details,/british-english/words/detail/479
504,branch,TREE,B1,noun,natural world,Details,/british-english/words/detail/631
505,breeze,,B1,noun,natural world,Details,/british-english/words/detail/650
506,cave,,B1,noun,natural world,Details,/british-english/words/detail/821
507,cliff,,B1,noun,natural world,Details,/british-english/words/detail/957
508,coast,NEAR SEA,B1,noun,natural world,Details,/british-english/words/detail/985
509,atom,,B2,noun,natural world,Details,/british-english/words/detail/368
510,bank,RIVER,B2,noun,natural world,Details,/british-english/words/detail/449
511,berry,,B2,noun,natural world,Details,/british-english/words/detail/521
512,bush,,B2,noun,natural world,Details,/british-english/words/detail/712
513,carbon footprint,,B2,noun,natural world,Details,/british-english/words/detail/777
514,cloud,SMOKE/DUST,B2,noun,natural world,Details,/british-english/words/detail/974
515,bed,BOTTOM,C2,noun,natural world,Details,/british-english/words/detail/494
516,air,GAS,A2,noun,natural world,Details,/british-english/words/detail/148
517,aluminium,,B2,noun,natural world,Details,/british-english/words/detail/194
518,carbon,,B2,noun,natural world,Details,/british-english/words/detail/775
519,carbon dioxide,,B2,noun,natural world,Details,/british-english/words/detail/776
520,carbon monoxide,,B2,noun,natural world,Details,/british-english/words/detail/778
521,climate change,,B2,noun,natural world,Details,/british-english/words/detail/959
522,astronomy,,C2,noun,natural world,Details,/british-english/words/detail/362
523,autumn,,A2,noun,natural world,Details,/british-english/words/detail/396
524,cloud,WATER,A2,noun,natural world,Details,/british-english/words/detail/974
525,climate,WEATHER,B1,noun,natural world,Details,/british-english/words/detail/958
526,acid,,B2,noun,natural world,Details,/british-english/words/detail/58
527,coastline,,C2,noun,natural world,Details,/british-english/words/detail/987
528,bottom,SEA/RIVER/LAKE,B1,noun,natural world,Details,/british-english/words/detail/616
529,blow,WIND,B1,verb,natural world,Details,/british-english/words/detail/576
530,break,STORM,C2,verb,natural world,Details,/british-english/words/detail/640
531,break,WEATHER,C2,verb,natural world,Details,/british-english/words/detail/640
532,boil,HEAT LIQUID,A2,verb,natural world,Details,/british-english/words/detail/585
533,bath,WASH,A1,noun,people: actions,Details,/british-english/words/detail/475
534,check,,B1,noun,people: actions,Details,/british-english/words/detail/878
535,act,THING DONE,B2,noun,people: actions,Details,/british-english/words/detail/64
536,attempt,,B2,noun,people: actions,Details,/british-english/words/detail/375
537,capture,,C1,noun,people: actions,Details,/british-english/words/detail/773
538,come,MOVE TO SPEAKER,A1,verb,people: actions,Details,/british-english/words/detail/1019
539,come,GO WITH SOMEONE,A1,verb,people: actions,Details,/british-english/words/detail/1019
540,act,BEHAVE,B1,verb,people: actions,Details,/british-english/words/detail/64
541,behave,IN A PARTICULAR WAY,B1,verb,people: actions,Details,/british-english/words/detail/505
542,blow,PERSON,B1,verb,people: actions,Details,/british-english/words/detail/576
543,act,DO SOMETHING,B2,verb,people: actions,Details,/british-english/words/detail/64
544,adjust,CHANGE BEHAVIOUR,B2,verb,people: actions,Details,/british-english/words/detail/88
545,campaign,,C1,verb,people: actions,Details,/british-english/words/detail/749
546,cling,HOLD TIGHT,C2,verb,people: actions,Details,/british-english/words/detail/962
547,carry,HOLD,A1,verb,people: actions,Details,/british-english/words/detail/797
548,clean,,A1,verb,people: actions,Details,/british-english/words/detail/948
549,colour,,A1,verb,people: actions,Details,/british-english/words/detail/1012
550,add,PUT WITH,A2,verb,people: actions,Details,/british-english/words/detail/75
551,add,CALCULATE,A2,verb,people: actions,Details,/british-english/words/detail/75
552,bring,TAKE WITH YOU,A2,verb,people: actions,Details,/british-english/words/detail/662
553,brush,CLEAN/TIDY,A2,verb,people: actions,Details,/british-english/words/detail/680
554,collect,KEEP,A2,verb,people: actions,Details,/british-english/words/detail/1006
555,collect,GO TO GET,A2,verb,people: actions,Details,/british-english/words/detail/1006
556,achieve,,B1,verb,people: actions,Details,/british-english/words/detail/56
557,attach,CONNECT,B1,verb,people: actions,Details,/british-english/words/detail/370
558,attempt,,B1,verb,people: actions,Details,/british-english/words/detail/375
559,avoid,STAY AWAY FROM,B1,verb,people: actions,Details,/british-english/words/detail/401
560,bury,DEAD BODY,B1,verb,people: actions,Details,/british-english/words/detail/710
561,cancel,,B1,verb,people: actions,Details,/british-english/words/detail/756
562,carry,HAVE WITH YOU,B1,verb,people: actions,Details,/british-english/words/detail/797
563,catch,STOP ESCAPING,B1,verb,people: actions,Details,/british-english/words/detail/812
564,circle,DRAW,B1,verb,people: actions,Details,/british-english/words/detail/923
565,clear,,B1,verb,people: actions,Details,/british-english/words/detail/950
566,collect,BRING TOGETHER,B1,verb,people: actions,Details,/british-english/words/detail/1006
567,acquire,LEARN,B2,verb,people: actions,Details,/british-english/words/detail/61
568,adapt,CHANGE SOMETHING,B2,verb,people: actions,Details,/british-english/words/detail/73
569,adjust,CHANGE,B2,verb,people: actions,Details,/british-english/words/detail/88
570,adopt,START,B2,verb,people: actions,Details,/british-english/words/detail/99
571,analyse,,B2,verb,people: actions,Details,/british-english/words/detail/222
572,arrange,PUT IN POSITION,B2,verb,people: actions,Details,/british-english/words/detail/316
573,assess,,B2,verb,people: actions,Details,/british-english/words/detail/345
574,avoid,PREVENT,B2,verb,people: actions,Details,/british-english/words/detail/401
575,beat,HIT,B2,verb,people: actions,Details,/british-english/words/detail/487
576,burgle,,B2,verb,people: actions,Details,/british-english/words/detail/705
577,bury,HIDE,B2,verb,people: actions,Details,/british-english/words/detail/710
578,calculate,MATHS,B2,verb,people: actions,Details,/british-english/words/detail/738
579,capture,CATCH,B2,verb,people: actions,Details,/british-english/words/detail/773
